job_id,job_title,company,location,industry,seniority_level,remote_type,salary_min_usd,salary_max_usd,avg_salary_usd,skills,posting_date,num_applicants
100470,Financial Data Analyst,Granite Construction,"Atlanta, GA",Pharmaceuticals,Mid,Hybrid,57500,83000,70250,Communication; Excel; Looker; Machine Learning; SQL,2026-06-24,62
100471,Marketing Data Analyst,Nova Software,"Minneapolis, MN",Education,Mid,Hybrid,64500,92500,78500,AWS; Data Modeling; Looker; SQL,2026-05-07,22
100472,Data Analyst,Lighthouse Nonprofit,"Atlanta, GA",Insurance,Mid,Hybrid,59000,93500,76250,A/B Testing; Azure; Business Intelligence; ETL; SQL,2025-11-08,159
100473,Senior Data Analyst,Vantage Pharma,"Atlanta, GA",Insurance,Senior,Remote,88500,134000,111250,Excel; Looker; Machine Learning; Python; SQL,2026-01-28,175
100474,Financial Data Analyst,Coral Reef Travel,"Chicago, IL",Real Estate,Mid,Remote,65000,90500,77750,Azure; Business Intelligence; Data Modeling; Excel; Google Analytics; SQL,2026-05-25,99
100475,Entry Level Data Analyst,Granite Construction,"Seattle, WA",Financial Services,Entry,Hybrid,57500,77500,67500,A/B Testing; R; SQL,2026-05-29,395
100476,Junior Data Analyst,Timberline Agriculture,"Portland, OR",Hospitality,Entry,Hybrid,51000,67000,59000,Excel; Google Analytics; R; SQL,2025-10-02,206
100477,Financial Data Analyst,Sapphire Cloud Services,"Philadelphia, PA",Technology,Mid,Remote,59500,93000,76250,Business Intelligence; Data Visualization; Excel; Machine Learning; Python; SQL; Statistics,2026-02-05,312
100478,Data Analytics Manager,Orbit Logistics,"Austin, TX",Manufacturing,Senior,Remote,93500,129500,111500,A/B Testing; Business Intelligence; Data Visualization; Looker; Power BI; SQL; Snowflake,2025-11-14,152
100479,Entry Level Data Analyst,Meridian Energy,"Seattle, WA",Media & Entertainment,Entry,Onsite,57000,85500,71250,Communication; R; SQL; Tableau; VBA,2025-10-29,321
100480,Entry Level Data Analyst,Vantage Pharma,"Atlanta, GA",Manufacturing,Entry,Hybrid,45500,59000,52250,Azure; ETL; Excel; Google Analytics; SQL; Statistics,2025-08-07,53
100481,Lead Data Analyst,BluePeak Retail,"San Francisco, CA",Manufacturing,Senior,Onsite,119000,176000,147500,Data Modeling; ETL; Excel; Machine Learning; SQL; Statistics; Tableau,2026-06-09,194
100482,Junior Data Analyst,Coral Reef Travel,"Miami, FL",Financial Services,Entry,Hybrid,44000,64500,54250,Excel; Google Analytics; Python; SQL; Tableau,2025-07-23,70
100483,Entry Level Data Analyst,Timberline Agriculture,"Dallas, TX",Nonprofit,Entry,Hybrid,45500,69000,57250,Data Modeling; Excel; Google Analytics; Machine Learning; Snowflake,2026-03-09,396
100484,Junior Data Analyst,Nova Software,"Washington, DC",Financial Services,Entry,Remote,48500,69500,59000,Business Intelligence; Communication; Excel; Machine Learning; Power BI; R,2025-12-30,368
100485,Lead Data Analyst,Skyline Real Estate,"Washington, DC",Education,Senior,Remote,100000,139000,119500,AWS; R; SQL; Snowflake; Statistics,2026-04-15,344
100486,Data Analyst Intern,Redwood Insurance,"Philadelphia, PA",Financial Services,Entry,Hybrid,47500,65500,56500,A/B Testing; Excel; Looker,2026-06-14,353
100487,Senior Data Analyst,Meridian Energy,"Charlotte, NC",Energy,Senior,Onsite,75500,116500,96000,Business Intelligence; Looker; SQL,2026-05-01,341
100488,Data Analyst,Quantum Robotics,"San Francisco, CA",Hospitality,Mid,Hybrid,85500,132500,109000,AWS; ETL; Excel; Google Analytics; SQL; Statistics; Tableau,2025-08-06,285
100489,Data Analyst Intern,Meridian Energy,"Austin, TX",Media & Entertainment,Entry,Remote,47500,72500,60000,ETL; Excel; Python; R; SQL; Statistics,2026-05-28,390
100490,Junior Data Analyst,Cascade Health Systems,"Remote, US",Education,Entry,Onsite,48500,70500,59500,A/B Testing; Data Visualization; Excel; Power BI; Statistics; Tableau; VBA,2026-04-15,312
100491,Financial Data Analyst,Vertex Financial Group,"Minneapolis, MN",Telecommunications,Mid,Hybrid,58000,89000,73500,Excel; Google Analytics; Snowflake,2026-06-12,119
100492,Junior Data Analyst,Vantage Pharma,"Raleigh, NC",Logistics & Supply Chain,Entry,Hybrid,44000,60000,52000,AWS; Google Analytics; Looker; Python; Snowflake; Tableau,2026-03-25,223
100493,Data Analytics Manager,TidalWave Gaming,"San Francisco, CA",Logistics & Supply Chain,Senior,Remote,112000,169500,140750,Business Intelligence; Data Visualization; Machine Learning; Power BI; SQL; Tableau,2025-07-09,63
100494,Entry Level Data Analyst,Summit Media Co,"Boston, MA",Real Estate,Entry,Hybrid,51000,80500,65750,Azure; Business Intelligence; Machine Learning; SQL; VBA,2025-10-04,113
100495,Junior Data Analyst,Vertex Financial Group,"Portland, OR",Insurance,Entry,Onsite,45500,68000,56750,ETL; Excel; Power BI,2026-03-02,240
100496,Financial Data Analyst,Timberline Agriculture,"Portland, OR",Nonprofit,Mid,Hybrid,66000,100500,83250,AWS; Excel; Python; SQL; Tableau,2025-07-09,361
100497,Business Data Analyst,Timberline Agriculture,"New York, NY",Technology,Mid,Hybrid,73000,106500,89750,A/B Testing; AWS; Business Intelligence; Excel; Python; SQL; Tableau,2025-09-17,383
100498,Entry Level Data Analyst,Skyline Real Estate,"Raleigh, NC",Financial Services,Entry,Onsite,44000,59000,51500,Azure; Communication; ETL; Excel; Google Analytics; Power BI; SQL,2026-07-01,226
100499,Financial Data Analyst,Timberline Agriculture,"Raleigh, NC",Nonprofit,Mid,Hybrid,61000,92000,76500,Data Modeling; ETL; SQL,2026-06-13,254
100500,Business Data Analyst,Lighthouse Nonprofit,"San Francisco, CA",Logistics & Supply Chain,Mid,Remote,87000,125500,106250,Excel; Looker; Power BI; SQL; VBA,2025-09-21,152
100501,Business Data Analyst,Skyline Real Estate,"Charlotte, NC",Education,Mid,Remote,55000,87500,71250,AWS; Business Intelligence; Data Modeling; ETL; Tableau,2026-06-10,339
100502,Marketing Data Analyst,Granite Construction,"Raleigh, NC",Telecommunications,Mid,Onsite,56500,82000,69250,Excel; SQL; Tableau,2025-08-21,217
100503,Entry Level Data Analyst,GreenLeaf Foods,"Atlanta, GA",Technology,Entry,Hybrid,47500,61500,54500,Data Visualization; Excel; R; Snowflake; VBA,2025-12-20,225
100504,Senior Data Analyst,Crestline Airlines,"Atlanta, GA",Retail,Senior,Hybrid,84000,135500,109750,Azure; Machine Learning; Power BI; SQL; Tableau,2026-02-10,239
100505,Senior Data Analyst,Cascade Health Systems,"Portland, OR",Energy,Senior,Onsite,95500,142000,118750,Power BI; R; SQL,2026-01-02,85
100506,Data Analytics Manager,Lighthouse Nonprofit,"Washington, DC",Telecommunications,Senior,Hybrid,100500,137500,119000,Business Intelligence; Google Analytics; Power BI; Statistics; Tableau,2025-07-04,130
100507,Entry Level Data Analyst,Quantum Robotics,"Remote, US",Logistics & Supply Chain,Entry,Remote,45500,68500,57000,A/B Testing; Communication; ETL; SQL; Snowflake; Tableau,2026-01-28,214
100508,Entry Level Data Analyst,Timberline Agriculture,"Columbus, OH",Telecommunications,Entry,Hybrid,44000,58000,51000,Excel; Python; SQL,2025-09-23,227
100509,Data Analyst,Meridian Energy,"San Francisco, CA",Hospitality,Mid,Onsite,82000,125500,103750,Business Intelligence; Communication; Data Modeling; ETL; Excel; Google Analytics; SQL,2026-03-28,317
100510,Junior Data Analyst,Lighthouse Nonprofit,"Phoenix, AZ",Education,Entry,Hybrid,45500,62000,53750,AWS; Business Intelligence; Data Visualization; ETL; Excel; SQL; Statistics,2026-04-02,176
100511,Financial Data Analyst,Falcon Security,"Seattle, WA",Logistics & Supply Chain,Mid,Onsite,74500,104000,89250,AWS; Excel; Google Analytics; Looker; R; SQL; Snowflake,2025-11-10,128
100512,Data Analytics Manager,Falcon Security,"Minneapolis, MN",Logistics & Supply Chain,Senior,Remote,79000,124000,101500,AWS; Business Intelligence; Excel; Power BI; SQL; Tableau; VBA,2026-02-18,178
100513,Business Data Analyst,Granite Construction,"Philadelphia, PA",Energy,Mid,Hybrid,67500,94000,80750,AWS; Azure; Data Visualization; Excel; SQL; Tableau; VBA,2025-12-15,269
100514,Data Analyst Intern,Redwood Insurance,"Charlotte, NC",Education,Entry,Remote,43500,62500,53000,Communication; Excel; Python,2026-03-01,114
100515,Entry Level Data Analyst,Vertex Financial Group,"Charlotte, NC",Hospitality,Entry,Hybrid,43000,60000,51500,Business Intelligence; Communication; Excel; Looker; Machine Learning; VBA,2026-01-30,88
100516,Junior Data Analyst,Aurora Biotech,"Seattle, WA",Education,Entry,Hybrid,53500,82000,67750,Business Intelligence; Data Visualization; Excel; Looker; Power BI; Python; Statistics,2026-01-06,65
100517,Data Analyst Intern,Timberline Agriculture,"Minneapolis, MN",Retail,Entry,Remote,45000,59000,52000,AWS; Data Visualization; Excel; SQL,2025-09-12,77
100518,Data Analyst Intern,Brightpath Education,"San Francisco, CA",Pharmaceuticals,Entry,Onsite,67000,86000,76500,Azure; Data Visualization; Excel; Power BI; Python; SQL,2026-03-04,298
100519,Data Analytics Manager,TidalWave Gaming,"Washington, DC",Pharmaceuticals,Senior,Hybrid,95500,153500,124500,A/B Testing; Azure; Business Intelligence; Data Modeling; Google Analytics; SQL; Snowflake,2025-08-15,324
100520,Data Analyst Intern,Brightpath Education,"Phoenix, AZ",Technology,Entry,Onsite,42500,57000,49750,AWS; Excel; Machine Learning; Python; R; SQL,2026-05-26,291
100521,Senior Data Analyst,Redwood Insurance,"Portland, OR",Logistics & Supply Chain,Senior,Hybrid,85000,137000,111000,Looker; Power BI; SQL; Snowflake,2026-03-30,97
100522,Data Analyst,Pinnacle Consulting,"Denver, CO",Technology,Mid,Onsite,66500,93000,79750,Excel; Google Analytics; SQL,2025-07-12,179
100523,Financial Data Analyst,Summit Media Co,"Minneapolis, MN",Financial Services,Mid,Onsite,59000,84500,71750,Azure; Excel; SQL,2025-08-15,83
100524,Data Analytics Manager,Brightpath Education,"Boston, MA",Financial Services,Senior,Hybrid,99500,142500,121000,ETL; Excel; SQL,2025-12-13,137
100525,Financial Data Analyst,Sapphire Cloud Services,"Chicago, IL",Financial Services,Mid,Remote,69000,98000,83500,Data Modeling; ETL; Excel; Machine Learning; Power BI; Snowflake,2026-04-10,213
100526,Senior Data Analyst,Skyline Real Estate,"New York, NY",Media & Entertainment,Senior,Hybrid,112000,148500,130250,A/B Testing; AWS; Looker; Power BI; SQL; Statistics; Tableau,2026-03-14,109
100527,Junior Data Analyst,Stellar Telecom,"Miami, FL",Healthcare,Entry,Onsite,46000,63500,54750,AWS; Business Intelligence; Data Modeling; Excel; Google Analytics; Python; SQL,2025-07-01,35
100528,Entry Level Data Analyst,Pinnacle Consulting,"Portland, OR",Insurance,Entry,Onsite,47000,66000,56500,AWS; Excel; SQL; Snowflake,2026-03-31,293
100529,Senior Data Analyst,GreenLeaf Foods,"Austin, TX",Media & Entertainment,Senior,Hybrid,97000,144500,120750,Azure; Google Analytics; SQL; Snowflake; Statistics,2026-06-28,236
100530,Data Analytics Manager,Harborline Bank,"Los Angeles, CA",Manufacturing,Senior,Remote,108000,149000,128500,Azure; Data Modeling; Looker; SQL,2026-01-28,289
100531,Entry Level Data Analyst,Willow Hospitality,"Phoenix, AZ",Logistics & Supply Chain,Entry,Remote,45500,62500,54000,Business Intelligence; Communication; Data Visualization; ETL; Excel; Power BI; SQL,2025-09-29,398
100532,Data Analyst,Cascade Health Systems,"Washington, DC",Manufacturing,Mid,Onsite,69500,97000,83250,Data Visualization; Excel; SQL,2025-12-03,372
100533,Business Data Analyst,Harborline Bank,"Raleigh, NC",Manufacturing,Mid,Remote,59000,88000,73500,Communication; Data Modeling; ETL; Excel; Power BI; SQL; Statistics,2026-03-10,92
100534,Lead Data Analyst,Redwood Insurance,"Philadelphia, PA",Hospitality,Senior,Hybrid,89000,124500,106750,A/B Testing; Machine Learning; Python; Tableau,2025-11-18,103
100535,Data Analyst,Lighthouse Nonprofit,"Miami, FL",Energy,Mid,Remote,62500,88500,75500,Azure; Communication; Excel; Google Analytics; Machine Learning; SQL,2026-01-02,269
100536,Data Analyst,Coral Reef Travel,"Atlanta, GA",Financial Services,Mid,Remote,60000,86500,73250,Excel; SQL; Statistics,2025-07-13,382
100537,Business Data Analyst,Lighthouse Nonprofit,"Minneapolis, MN",Retail,Mid,Onsite,58000,85000,71500,Excel; Power BI; SQL,2025-07-13,308
100538,Marketing Data Analyst,Sapphire Cloud Services,"Dallas, TX",Technology,Mid,Remote,60500,88000,74250,A/B Testing; Google Analytics; Snowflake,2026-05-14,229
100539,Senior Data Analyst,Amber Fashion Group,"Washington, DC",Energy,Senior,Remote,103500,155500,129500,Business Intelligence; Excel; Google Analytics; Python; SQL; Tableau,2025-12-02,317
100540,Financial Data Analyst,Vertex Financial Group,"Chicago, IL",Hospitality,Mid,Remote,63000,101500,82250,A/B Testing; Business Intelligence; Communication; Excel; Power BI; SQL,2026-02-05,322
100541,Data Analyst Intern,Cascade Health Systems,"Los Angeles, CA",Hospitality,Entry,Onsite,56000,76000,66000,Azure; Excel; Power BI; Statistics; VBA,2025-08-04,308
100542,Business Data Analyst,Coral Reef Travel,"Philadelphia, PA",Healthcare,Mid,Hybrid,61500,91000,76250,A/B Testing; Business Intelligence; Excel; Python; R; SQL; Tableau,2025-12-07,304
100543,Financial Data Analyst,Aurora Biotech,"Charlotte, NC",Insurance,Mid,Hybrid,57500,78500,68000,AWS; Data Modeling; Data Visualization; Excel; Google Analytics; SQL,2026-06-13,79
100544,Data Analyst,Harborline Bank,"Columbus, OH",Real Estate,Mid,Onsite,59000,80000,69500,Data Modeling; Excel; Python; SQL,2026-06-20,244
100545,Data Analyst Intern,Lighthouse Nonprofit,"Los Angeles, CA",Real Estate,Entry,Hybrid,57500,77500,67500,A/B Testing; Business Intelligence; Excel; Power BI; R; SQL,2025-07-02,332
100546,Business Data Analyst,Lighthouse Nonprofit,"Atlanta, GA",Education,Mid,Hybrid,58500,90500,74500,Data Modeling; ETL; Excel; R; Statistics,2025-08-07,188
100547,Data Analyst,Nova Software,"Chicago, IL",Healthcare,Mid,Remote,64500,98000,81250,AWS; Azure; Excel; SQL; Statistics,2025-09-28,117
100548,Data Analytics Manager,Falcon Security,"Boston, MA",Manufacturing,Senior,Onsite,98500,146000,122250,Excel; Machine Learning; Power BI; SQL,2025-08-26,178
100549,Business Data Analyst,GreenLeaf Foods,"Washington, DC",Technology,Mid,Hybrid,69000,96500,82750,Business Intelligence; Communication; Data Modeling; Excel; Power BI; Python; Tableau,2026-01-10,360
100550,Marketing Data Analyst,Quantum Robotics,"Portland, OR",Media & Entertainment,Mid,Onsite,63000,87500,75250,AWS; Azure; Power BI; R; SQL; Statistics; Tableau,2025-09-03,265
100551,Data Analyst Intern,Coral Reef Travel,"Raleigh, NC",Technology,Entry,Onsite,45500,64500,55000,A/B Testing; Data Visualization; ETL; Excel; R; SQL; Snowflake,2026-01-08,274
100552,Entry Level Data Analyst,Lighthouse Nonprofit,"Raleigh, NC",Education,Entry,Remote,43000,65500,54250,A/B Testing; Business Intelligence; Communication; Excel; SQL; Statistics; VBA,2026-01-10,297
100553,Junior Data Analyst,Vantage Pharma,"Charlotte, NC",Insurance,Entry,Hybrid,40000,56000,48000,A/B Testing; Business Intelligence; Data Visualization; Excel; Machine Learning; SQL,2026-02-04,235
100554,Entry Level Data Analyst,Brightpath Education,"Minneapolis, MN",Manufacturing,Entry,Onsite,43500,62000,52750,A/B Testing; Excel; Machine Learning; SQL,2026-03-14,267
100555,Lead Data Analyst,Amber Fashion Group,"Austin, TX",Telecommunications,Senior,Remote,89500,132000,110750,Azure; Excel; Google Analytics; SQL; Statistics,2026-06-15,145
100556,Business Data Analyst,Lighthouse Nonprofit,"Portland, OR",Healthcare,Mid,Onsite,67000,97000,82000,AWS; Data Visualization; ETL; SQL; VBA,2026-04-23,392
100557,Data Analyst,Skyline Real Estate,"Columbus, OH",Telecommunications,Mid,Onsite,59000,77500,68250,A/B Testing; Excel; SQL; Snowflake,2025-08-13,165
100558,Business Data Analyst,Brightpath Education,"Minneapolis, MN",Technology,Mid,Hybrid,63500,81500,72500,AWS; Excel; Tableau; VBA,2026-06-03,186
100559,Marketing Data Analyst,Harborline Bank,"Minneapolis, MN",Media & Entertainment,Mid,Hybrid,60000,91000,75500,AWS; Excel; Google Analytics; Python; R; SQL; Tableau,2026-04-17,327
100560,Data Analyst Intern,Vantage Pharma,"Portland, OR",Energy,Entry,Onsite,51000,65000,58000,Azure; ETL; Excel; Looker; SQL; Statistics,2026-02-17,332
100561,Data Analytics Manager,Vertex Financial Group,"Boston, MA",Retail,Senior,Hybrid,97500,160500,129000,Business Intelligence; Excel; Looker; Python; R; SQL; Statistics,2025-10-28,154
100562,Lead Data Analyst,Vertex Financial Group,"Washington, DC",Financial Services,Senior,Hybrid,91000,142500,116750,Communication; Excel; Power BI; R; SQL; Tableau,2025-10-14,71
100563,Business Data Analyst,GreenLeaf Foods,"Minneapolis, MN",Real Estate,Mid,Hybrid,60500,88500,74500,Business Intelligence; Machine Learning; SQL; Snowflake; Statistics,2026-02-14,37
100564,Financial Data Analyst,Crestline Airlines,"Atlanta, GA",Logistics & Supply Chain,Mid,Hybrid,61000,87500,74250,AWS; Business Intelligence; Excel; Python; R; SQL,2026-06-30,157
100565,Financial Data Analyst,Crestline Airlines,"Boston, MA",Media & Entertainment,Mid,Remote,77500,109500,93500,Azure; Data Modeling; ETL; Excel; Power BI; R,2025-09-19,145
100566,Lead Data Analyst,GreenLeaf Foods,"Austin, TX",Nonprofit,Senior,Onsite,98000,148000,123000,Azure; Data Visualization; Excel; Power BI; Python; VBA,2026-02-16,89
100567,Data Analytics Manager,Redwood Insurance,"Columbus, OH",Financial Services,Senior,Hybrid,73500,120500,97000,Azure; Data Modeling; ETL; Excel; Google Analytics; Statistics,2025-08-28,368
100568,Junior Data Analyst,Quantum Robotics,"Washington, DC",Education,Entry,Hybrid,49000,74500,61750,Excel; Looker; Machine Learning; R; SQL; Snowflake,2025-11-28,68
100569,Lead Data Analyst,Falcon Security,"Phoenix, AZ",Healthcare,Senior,Remote,84000,125500,104750,Data Visualization; R; SQL; Statistics,2026-03-30,115
100570,Entry Level Data Analyst,Lighthouse Nonprofit,"San Francisco, CA",Real Estate,Entry,Hybrid,64000,92000,78000,AWS; Excel; SQL,2026-01-10,397
100571,Business Data Analyst,Vantage Pharma,"Atlanta, GA",Manufacturing,Mid,Onsite,58000,81000,69500,Google Analytics; SQL; Statistics,2025-08-02,117
100572,Senior Data Analyst,Granite Construction,"Boston, MA",Nonprofit,Senior,Remote,100500,144000,122250,Azure; Excel; Google Analytics; Statistics; VBA,2025-10-18,59
100573,Marketing Data Analyst,Quantum Robotics,"Boston, MA",Financial Services,Mid,Hybrid,71500,104000,87750,A/B Testing; Data Visualization; Excel; Looker; Machine Learning; Python,2026-01-27,159
100574,Data Analyst Intern,Skyline Real Estate,"Chicago, IL",Nonprofit,Entry,Hybrid,52500,73500,63000,ETL; Google Analytics; Power BI; SQL,2026-06-21,73
100575,Marketing Data Analyst,Summit Media Co,"Los Angeles, CA",Real Estate,Mid,Hybrid,69000,98500,83750,A/B Testing; Business Intelligence; ETL; Excel; Power BI; SQL; Snowflake,2025-09-02,163
100576,Business Data Analyst,Falcon Security,"Minneapolis, MN",Telecommunications,Mid,Remote,57000,82500,69750,ETL; Google Analytics; SQL; Statistics; Tableau; VBA,2026-05-03,232
100577,Marketing Data Analyst,Orbit Logistics,"Dallas, TX",Manufacturing,Mid,Hybrid,64500,90500,77500,A/B Testing; AWS; Excel; Google Analytics; SQL; Snowflake,2025-07-28,345
100578,Business Data Analyst,Granite Construction,"Atlanta, GA",Energy,Mid,Onsite,60500,83500,72000,Excel; Looker; Python,2025-09-11,109
100579,Junior Data Analyst,Vertex Financial Group,"Boston, MA",Energy,Entry,Hybrid,56000,73000,64500,AWS; Business Intelligence; Communication; Data Visualization; Excel; R; SQL,2025-11-05,160
100580,Data Analytics Manager,TidalWave Gaming,"Washington, DC",Hospitality,Senior,Remote,102000,146000,124000,Data Modeling; Excel; Looker; R; SQL,2026-02-07,394
100581,Junior Data Analyst,Sapphire Cloud Services,"Raleigh, NC",Financial Services,Entry,Onsite,43500,58000,50750,Azure; Excel; R; SQL; Tableau,2025-11-23,197
100582,Lead Data Analyst,Crestline Airlines,"Raleigh, NC",Retail,Senior,Hybrid,84500,118000,101250,Data Modeling; Excel; SQL; Snowflake,2026-01-29,207
100583,Marketing Data Analyst,Meridian Energy,"Raleigh, NC",Insurance,Mid,Hybrid,60000,84500,72250,ETL; Excel; SQL,2025-11-08,399
100584,Marketing Data Analyst,Aurora Biotech,"Raleigh, NC",Hospitality,Mid,Hybrid,61000,87500,74250,Data Modeling; Data Visualization; Excel; Google Analytics; Looker; SQL,2025-07-15,362
100585,Junior Data Analyst,Pinnacle Consulting,"Portland, OR",Education,Entry,Onsite,45500,65000,55250,ETL; Excel; Power BI; Python; R; SQL; Statistics,2025-08-11,270
100586,Business Data Analyst,Coral Reef Travel,"Minneapolis, MN",Healthcare,Mid,Onsite,58500,85000,71750,AWS; Communication; Excel; Google Analytics; Python; SQL; VBA,2025-12-24,78
100587,Data Analytics Manager,Falcon Security,"Denver, CO",Pharmaceuticals,Senior,Onsite,90500,123500,107000,Looker; Power BI; Python; SQL,2026-01-30,273
100588,Financial Data Analyst,Amber Fashion Group,"Remote, US",Nonprofit,Mid,Hybrid,61000,88000,74500,Excel; Looker; R; Statistics,2025-10-17,100
100589,Business Data Analyst,BluePeak Retail,"Boston, MA",Telecommunications,Mid,Onsite,71000,112000,91500,AWS; Excel; Power BI; Python; R; SQL,2025-11-19,37
100590,Marketing Data Analyst,Northwind Analytics,"Philadelphia, PA",Technology,Mid,Hybrid,65000,86500,75750,Excel; Machine Learning; SQL,2025-08-19,113
100591,Lead Data Analyst,Granite Construction,"New York, NY",Media & Entertainment,Senior,Hybrid,113000,166000,139500,Communication; Data Visualization; Google Analytics; Looker; Snowflake; VBA,2025-10-31,189
100592,Financial Data Analyst,Meridian Energy,"Portland, OR",Financial Services,Mid,Onsite,68500,98000,83250,ETL; Excel; SQL,2026-03-29,148
100593,Business Data Analyst,Stellar Telecom,"Washington, DC",Energy,Mid,Hybrid,73500,101500,87500,Data Modeling; Data Visualization; Google Analytics; SQL,2025-12-14,352
100594,Entry Level Data Analyst,Harborline Bank,"Portland, OR",Education,Entry,Hybrid,48500,63500,56000,AWS; ETL; Excel; Power BI; SQL; Statistics,2026-04-19,371
100595,Lead Data Analyst,BluePeak Retail,"Seattle, WA",Education,Senior,Onsite,103500,163500,133500,Data Modeling; Excel; Google Analytics; Looker; Power BI; R; SQL,2026-06-03,363
100596,Senior Data Analyst,Cascade Health Systems,"Minneapolis, MN",Nonprofit,Senior,Remote,88500,123000,105750,A/B Testing; Data Modeling; Excel; Looker; Power BI; SQL,2026-03-09,51
100597,Marketing Data Analyst,Timberline Agriculture,"Atlanta, GA",Pharmaceuticals,Mid,Hybrid,64000,82000,73000,Azure; Communication; Data Modeling; Excel; SQL,2025-08-14,62
100598,Senior Data Analyst,Quantum Robotics,"Philadelphia, PA",Pharmaceuticals,Senior,Remote,93500,134500,114000,ETL; Excel; Google Analytics; SQL,2026-04-01,102
100599,Financial Data Analyst,Brightpath Education,"Los Angeles, CA",Telecommunications,Mid,Hybrid,75000,110500,92750,A/B Testing; Data Modeling; ETL; Machine Learning; Power BI; SQL; VBA,2025-12-09,79
100600,Data Analytics Manager,Sapphire Cloud Services,"Atlanta, GA",Education,Senior,Hybrid,80000,122500,101250,AWS; Google Analytics; SQL,2025-11-18,366
